"id","uri","created_at","content","visibility","sensitive","spoiler_text","reblogs_count","favourites_count","replies_count","url","in_reply_to_id","in_reply_to_account_id","language","text","application","poll","card","account","reblog","media_attachments","mentions","tags","emojis","favourited","reblogged","muted","bookmarked","pinned"
"113357253588707315","https://mastodon.social/users/SO_UnivRennes/statuses/113357253588707315",2024-10-23 14:40:21.217,"<p>Nouvelle fiche de l&#39;Ofis sur les manquements à l&#39;intégrité scientifique ⤵️ <br /><a href=""https://www.ofis-france.fr/wp-content/uploads/2024/10/LOfisfaitlepoint_Questceque-Manquement.pdf"" target=""_blank"" rel=""nofollow noopener noreferrer"" translate=""no""><span class=""invisible"">https://www.</span><span class=""ellipsis"">ofis-france.fr/wp-content/uplo</span><span class=""invisible"">ads/2024/10/LOfisfaitlepoint_Questceque-Manquement.pdf</span></a><br /><a href=""https://mastodon.social/tags/IntegriteScientifique"" class=""mention hashtag"" rel=""tag"">#<span>IntegriteScientifique</span></a></p>","public",FALSE,"",1,1,0,"https://mastodon.social/@SO_UnivRennes/113357253588707315",,,"en",,list(name = "Web", website = NULL),list(),list(),
