"","id","uri","created_at","content","visibility","sensitive","spoiler_text","reblogs_count","favourites_count","replies_count","url","in_reply_to_id","in_reply_to_account_id","language","text","application","poll","card","account","reblog","media_attachments","mentions","tags","emojis","favourited","reblogged","muted","bookmarked","pinned"
"1","113289214320056951","https://mastodon.green/users/plazi_species/statuses/113289214176709451",2024-10-11 14:17:02,"<p><a href=""https://mastodon.green/tags/NewSpecies"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>NewSpecies</span></a><br>A newly discovered fungus from <a href=""https://mastodon.green/tags/india"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>india</span></a> for <a href=""https://mastodon.green/tags/FungiFriday"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>FungiFriday</span></a>:</p><p>Agaricus indicus</p><p>Treatment: <a href=""http://treatment.plazi.org/id/9B59ED1E-FFB0-FFAA-FF6A-FF32FF15A073"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">http://</span><span class=""ellipsis"">treatment.plazi.org/id/9B59ED1</span><span class=""invisible"">E-FFB0-FFAA-FF6A-FF32FF15A073</span></a><br>Publication: <a href=""http://doi.org/10.11646/phytotaxa.634.3.5"" rel=""nofollow noopener noreferrer"" translate=""no"" target=""_blank""><span class=""invisible"">http://</span><span class=""ellipsis"">doi.org/10.11646/phytotaxa.634</span><span class=""invisible"">.3.5</span></a><br><a href=""https://mastodon.green/tags/Phytotaxa"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>Phytotaxa</span></a> <a href=""https://mastodon.green/tags/AgaricusIndicus"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>AgaricusIndicus</span></a></p><p><a href=""https://mastodon.green/tags/FAIRdata"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>FAIRdata</span></a><br><a href=""https://mastodon.green/tags/science"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>science</span></a> <a href=""https://mastodon.green/tags/OA"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>OA</span></a> <a href=""https://mastodon.green/tags/openaccess"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>openaccess</span></a> <a href=""https://mastodon.green/tags/biology"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>biology</span></a> <a href=""https://mastodon.green/tags/taxonomy"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>taxonomy</span></a> <a href=""https://mastodon.green/tags/ecology"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>ecology</span></a> <a href=""https://mastodon.green/tags/biodiversity"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>biodiversity</span></a> <a href=""https://mastodon.green/tags/nature"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>nature</span></a> <a href=""https://mastodon.green/tags/wildlife"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>wildlife</span></a> <a href=""https://mastodon.green/tags/conservation"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>conservation</span></a> <a href=""https://mastodon.green/tags/fungi"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>fungi</span></a> <a href=""https://mastodon.green/tags/mushrooms"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>mushrooms</span></a> <a href=""https://mastodon.green/tags/mycology"" class=""mention hashtag"" rel=""nofollow noopener noreferrer"" target=""_blank"">#<span>mycology</span></a></p>","public",FALSE,"",3,0,0,"https://mastodon.green/@plazi_species/113289214176709451",NA,NA,"en",NA,list(),list(),list(url = "http://treatment.plazi.org/id/9B59ED1E-FFB0-FFAA-FF6A-FF32FF15A073", title = "Agaricus indicus C. P. Arya & C. K. Pradeep 2024, sp. nov. - Plazi TreatmentBank", description = "", language = "en", type = "link", author_name = "", author_url = "", provider_name = "", provider_url = "", html = "", width = 0, height = 0, image = NULL, image_description = "", embed_url = "", blurhash = NULL, published_at = NULL, authors = list(list(name = "", url = "", account = NULL))),
